id,question,answer
205,lsp-medialive-conductor Conductor should handle a livestream deleted message with leg id?,"Given a livestream deleted message with leg id
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And the AWS EC2 api will respond to a ""release"" Elastic IP request
And MediaLive State API ""/channels"" ""DELETE"" endpoint returns HTTP ""500"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert.db-deleted' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint
And a 'ReleaseAddress' request is sent to AWS EC2 api
And an ispy event 'lsp-medialive-conductor.eip.released' is emitted
And a 'DELETE' to the '/channels' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.medialive.channel-db-delete-failed' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""CHANNEL_DELETION_FROM_DB_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.medialive.channel-db-delete-failed.notification' is emitted with the received attributes
"
206,lsp-medialive-logscraper One input switch message for a slate?,"Given a data message with an input switch message for a slate
And Medialive describe channel endpoint exists and will respond with HTTP ""200""
And state API ""/inputs"" ""GET"" endpoint returns HTTP ""200"" with
And state API ""/slates"" ""GET"" endpoint returns HTTP ""200"" with
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'info.input-switch.received' is emitted
And an ispy event 'medialive.input-id.retrieved' is emitted
And a GET request is sent to the State API /inputs endpoint
And an ispy event 'channel-input.retrieved' is emitted with
And a GET request is sent to the State API /slates endpoint
And an ispy event 'slate.retrieved' is emitted with
And an ispy event 'input-switch.notification.complete' is emitted with
# input-switch
# ChannelStateRecord
And a ""inputSwitchLog"" event message is sent to the Medialive Events Topic
And an ispy event 'info.input-switch.processed' is emitted with
# input-switch
# ChannelStateRecord

"
207,lsp-medialive-logscraper One input switch message for an input?,"Given a data message with an input switch message for an input
And Medialive describe channel endpoint exists and will respond with HTTP ""200""
And state API ""/inputs"" ""GET"" endpoint returns HTTP ""200"" with
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'info.input-switch.received' is emitted
And an ispy event 'medialive.input-id.retrieved' is emitted
And an ispy event 'channel-input.retrieved' is emitted with
And an ispy event 'input-switch.notification.complete' is emitted with
# input-switch
# ChannelStateRecord
And a ""inputSwitchLog"" event message is sent to the Medialive Events Topic
And an ispy event 'info.input-switch.processed' is emitted with
# input-switch
# ChannelStateRecord

"
208,lsp-medialive-logscraper One input switch message for an input in Marvin streams?,"Given a data message with an input switch message for an input in Marvin streams
And Medialive describe channel endpoint exists and will respond with HTTP ""200""
And state API ""/inputs"" ""GET"" endpoint returns HTTP ""200"" with
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'info.input-switch.received' is emitted
And an ispy event 'medialive.input-id.retrieved' is emitted
And an ispy event 'info.input-switch.channel.retrieved' is emitted
And a GET request is sent to the State API /inputs endpoint
And an ispy event 'channel-input.retrieved' is emitted with
And an ispy event 'input-switch.notification.complete' is emitted with
# input-switch
# ChannelStateRecord
And a ""inputSwitchLog"" event message is sent to the Medialive Events Topic
And an ispy event 'info.input-switch.processed' is emitted with
# input-switch
# ChannelStateRecord

"
209,lsp-medialive-logscraper exception thrown upon No matching InputRecord found?,"Given a data message with an input switch message for a slate
And Medialive describe channel endpoint exists and will respond with HTTP ""200""
And state API ""/inputs"" ""GET"" endpoint returns HTTP ""200"" with
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'info.input-switch.received' is emitted
And an ispy event 'no-matching-input-record.exception' is emitted
And a failure notification is sent to the encoding output topic with
And an error message is sent to the fail queue

"
210,lsp-medialive-logscraper Ignore when output is not pv10?,"Given a data message with an input switch message with output pv9
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
Then an ispy event 'info.log-event.discarded' is emitted with

"
211,lsp-medialive-logscraper Ignore when log stream name not prepended with as_run?,"Given a data message with an input switch message for a slate
And the log stream name is not prepended with as_run
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
Then an ispy event 'info.log-event.discarded' is emitted with

"
212,lsp-medialive-logscraper exception thrown upon medialive api exception?,"Given a data message with an input switch message for a slate
And Medialive describe channel endpoint exists and will respond with HTTP ""500""
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'info.input-switch.received' is emitted
And an ispy event 'info.input-switch.channel.retrieved' is emitted
And an ispy event 'medialive.input-id.retrieve.fail' is emitted
And a failure notification is sent to the encoding output topic with
And an error message is sent to the fail queue
"
213,lsp-medialive-logscraper state api GET inputs returns an empty response?,"Given a data message with an input switch message for a slate
And Medialive describe channel endpoint exists and will respond with HTTP ""200""
And state API ""/inputs"" ""GET"" endpoint returns HTTP ""200""
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'no-matching-input-record' is emitted with
And a failure notification is sent to the encoding output topic with
And an ispy event 'no-matching-input-record.exception' is emitted
And an error message is sent to the fail queue

Scenario Outline: state api GET slates returns xxx
Given a data message with an input switch message for a slate
And Medialive describe channel endpoint exists and will respond with HTTP ""200""
And state API ""/inputs"" ""GET"" endpoint returns HTTP ""200"" with
And state API ""/slates"" ""GET"" endpoint returns HTTP ""<status-code>""
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'slates-retrieve-failed' is emitted with
And a failure notification is sent to the encoding output topic with
And an ispy event 'slates-retrieve-failed.notification' is emitted
And an error message is sent to the fail queue
Examples:

"
214,lsp-medialive-logscraper state api GET slates returns an empty response?,"Given a data message with an input switch message for a slate
And Medialive describe channel endpoint exists and will respond with HTTP ""200""
And state API ""/inputs"" ""GET"" endpoint returns HTTP ""200"" with
And state API ""/slates"" ""GET"" endpoint returns HTTP ""200""
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'slates-record-notfound' is emitted with
And a failure notification is sent to the encoding output topic with
And an ispy event 'slates-record-notfound.notification' is emitted
And an error message is sent to the fail queue
"
215,lsp-medialive-logscraper One final timecode message for a slate?,"Given a data message with a final timecode message for a slate with 'pv10' as output name from '0' pipeline
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
And an ispy event 'final-timecode.received' is emitted with
And an ispy event 'final-timecode.notification.complete' is emitted with
And a ""finalTimecode"" event message is sent to the Medialive Events Topic

"
216,lsp-medialive-logscraper One final timecode message from duplicate pipeline?,"Given a data message with a final timecode message for a slate with 'pv10' as output name from '1' pipeline
When the CloudwatchLogEvent is sent to logscraper
Then an ispy event 'info.message.received' is emitted
Then no event message is sent to the Medialive Events Topic

"
